,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Número,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Piso_B,Piso_C,Piso_D,Piso_E,Piso_F,Piso_G,Piso_T,Lado_S
0,-0.7375036167803924,1.9698292802098534,-0.15476717863019868,-0.3292392533191943,2.1243770583950425,-0.2629226883029115,-0.09251430632020721,3.312021961470285,-0.9459985374503221,1.7443893077084442,-0.5060646966542351,-0.31886646155875187,0.6546735953399635,-0.3129934700288518,3.241051027784951,-0.24265049695151572,-0.33562479813056423,-0.6851159915395792,-0.6808897497119943,-0.022618009862144302,-1.0289238118181132
1,1.3559255537831092,-0.7523124363750673,-0.15476717863019868,-0.3292392533191943,-0.2780399133155722,-0.2849100779425543,-0.2662079187409552,-0.26708765551365954,-0.940066609663959,-0.5732665269048641,1.9760319315125872,-0.31886646155875187,0.6546735953399635,-0.3129934700288518,-0.3085418870073872,-0.24265049695151572,-0.33562479813056423,1.4596068583260182,-0.6808897497119943,-0.022618009862144302,0.9718892579937435
2,1.3559255537831092,0.29466514692682527,-0.15476717863019868,-0.3292392533191943,-0.2780399133155722,-0.2849100779425543,-0.2662079187409552,-0.26708765551365954,-0.5109904997836924,1.7443893077084442,-0.5060646966542351,-0.31886646155875187,0.6546735953399635,3.194954833747234,-0.3085418870073872,-0.24265049695151572,-0.33562479813056423,-0.6851159915395792,-0.6808897497119943,-0.022618009862144302,0.9718892579937435
3,-0.7375036167803924,0.9926502024614203,-0.15476717863019868,-0.11829107125276651,0.47399939785997136,-0.2849100779425543,-0.2662079187409552,-0.07861621466060724,1.6185715755206729,-0.5732665269048641,-0.5060646966542351,-0.31886646155875187,0.6546735953399635,-0.3129934700288518,-0.3085418870073872,-0.24265049695151572,-0.33562479813056423,1.4596068583260182,-0.6808897497119943,-0.022618009862144302,-1.0289238118181132
4,-0.7375036167803924,-0.6825139308216078,-0.15476717863019868,-0.3292392533191943,-0.2780399133155722,0.8482861573313434,-0.26531718226700257,-0.2356757487048175,-1.1714117933321213,-0.5732665269048641,-0.5060646966542351,-0.31886646155875187,0.6546735953399635,-0.3129934700288518,-0.3085418870073872,-0.24265049695151572,-0.33562479813056423,-0.6851159915395792,1.4686665505288983,-0.022618009862144302,-1.0289238118181132
5,-0.7375036167803924,-0.4033199086077698,-0.15476717863019868,-0.1955397013052612,-0.2755497169209512,-0.2849100779425543,-0.2599727634232873,0.276153556356903,1.8815537073827717,-0.5732665269048641,-0.5060646966542351,3.1361090630591373,-1.5274787422589007,-0.3129934700288518,-0.3085418870073872,-0.24265049695151572,-0.33562479813056423,1.4596068583260182,-0.6808897497119943,-0.022618009862144302,0.9718892579937435
6,-0.7375036167803924,0.015471124712987254,-0.15476717863019868,0.9097099286765857,-0.2780399133155722,-0.23755262333409288,-0.16199175128850637,-0.22920859142064412,-0.8866792595866908,-0.5732665269048641,1.9760319315125872,-0.31886646155875187,0.6546735953399635,-0.3129934700288518,-0.3085418870073872,-0.24265049695151572,2.9795176207777745,-0.6851159915395792,-0.6808897497119943,-0.022618009862144302,-1.0289238118181132
7,-0.7375036167803924,0.5040606635872038,-0.15476717863019868,-0.283187185403284,1.9537986053635037,-0.23247861034032918,0.9808231447926198,-0.26708765551365954,-0.7403583741897335,1.7443893077084442,-0.5060646966542351,-0.31886646155875187,0.6546735953399635,-0.3129934700288518,-0.3085418870073872,4.121153727535169,-0.33562479813056423,-0.6851159915395792,-0.6808897497119943,-0.022618009862144302,-1.0289238118181132
8,-0.7375036167803924,0.6436576746941228,-0.15476717863019868,-0.3292392533191943,0.36007291280606035,-0.24600931165703244,-0.2662079187409552,-0.26708765551365954,0.24038701982230465,-0.5732665269048641,-0.5060646966542351,-0.31886646155875187,0.6546735953399635,-0.3129934700288518,-0.3085418870073872,-0.24265049695151572,-0.33562479813056423,1.4596068583260182,-0.6808897497119943,-0.022618009862144302,-1.0289238118181132
9,1.3559255537831092,0.15506813581990625,-0.15476717863019868,-0.3292392533191943,-0.2780399133155722,-0.2849100779425543,-0.2662079187409552,-0.26708765551365954,-0.2994184087367406,-0.5732665269048641,-0.5060646966542351,-0.31886646155875187,0.6546735953399635,-0.3129934700288518,-0.3085418870073872,-0.24265049695151572,-0.33562479813056423,-0.6851159915395792,1.4686665505288983,-0.022618009862144302,-1.0289238118181132
10,-0.7375036167803924,-0.8221109419285267,-0.15476717863019868,-0.3292392533191943,-0.050186943207750245,39.44799433855656,0.05089426598615391,-0.26431601667758525,-0.6138105814139867,1.7443893077084442,-0.5060646966542351,-0.31886646155875187,0.6546735953399635,3.194954833747234,-0.3085418870073872,-0.24265049695151572,-0.33562479813056423,-0.6851159915395792,-0.6808897497119943,-0.022618009862144302,-1.0289238118181132
11,-0.7375036167803924,-0.12412588639393175,-0.15476717863019868,-0.3292392533191943,-0.2780399133155722,-0.2849100779425543,0.37155939660907317,-0.26708765551365954,2.2473559208751652,-0.5732665269048641,-0.5060646966542351,-0.31886646155875187,0.6546735953399635,-0.3129934700288518,-0.3085418870073872,-0.24265049695151572,-0.33562479813056423,1.4596068583260182,-0.6808897497119943,-0.022618009862144302,-1.0289238118181132
12,-0.7375036167803924,-0.6127154252681483,-0.15476717863019868,-0.10789221720723839,-0.26247618584919097,0.6605476765620857,-0.24750245278795152,-0.23659962831684225,-0.4437619848715768,-0.5732665269048641,-0.5060646966542351,-0.31886646155875187,0.6546735953399635,-0.3129934700288518,-0.3085418870073872,-0.24265049695151572,2.9795176207777745,-0.6851159915395792,-0.6808897497119943,-0.022618009862144302,-1.0289238118181132
13,-0.7375036167803924,-0.5429169197146888,-0.15476717863019868,-0.3292392533191943,-0.24317716379087814,-0.2849100779425543,-0.2662079187409552,1.504913440349842,-1.1101152062063688,-0.5732665269048641,-0.5060646966542351,-0.31886646155875187,-1.5274787422589007,-0.3129934700288518,-0.3085418870073872,-0.24265049695151572,-0.33562479813056423,1.4596068583260182,-0.6808897497119943,-0.022618009862144302,0.9718892579937435
14,-0.7375036167803924,0.7134561802475823,-0.15476717863019868,1.9510808838073312,-0.2780399133155722,0.2901447280173341,-0.2662079187409552,0.40087730398024646,-0.671152550015497,-0.5732665269048641,1.9760319315125872,-0.31886646155875187,0.6546735953399635,-0.3129934700288518,-0.3085418870073872,-0.24265049695151572,-0.33562479813056423,1.4596068583260182,-0.6808897497119943,-0.022618009862144302,0.9718892579937435
15,1.3559255537831092,-0.3335214030543103,-0.15476717863019868,-0.3292392533191943,-0.2780399133155722,-0.2849100779425543,-0.2662079187409552,-0.26708765551365954,-0.669175240753376,1.7443893077084442,-0.5060646966542351,-0.31886646155875187,-1.5274787422589007,3.194954833747234,-0.3085418870073872,-0.24265049695151572,-0.33562479813056423,-0.6851159915395792,-0.6808897497119943,-0.022618009862144302,0.9718892579937435
16,1.3559255537831092,1.2020457191217988,-0.15476717863019868,-0.3292392533191943,-0.2780399133155722,-0.2849100779425543,-0.2662079187409552,-0.26708765551365954,0.2660920402298782,-0.5732665269048641,-0.5060646966542351,-0.31886646155875187,0.6546735953399635,-0.3129934700288518,-0.3085418870073872,-0.24265049695151572,-0.33562479813056423,-0.6851159915395792,1.4686665505288983,-0.022618009862144302,-1.0289238118181132
17,-0.7375036167803924,1.2020457191217988,-0.15476717863019868,-0.3173548486957336,0.12786209900765164,-0.2849100779425543,-0.2617542363711924,-0.1839384904314306,-0.5960147980548973,-0.5732665269048641,-0.5060646966542351,-0.31886646155875187,0.6546735953399635,-0.3129934700288518,-0.3085418870073872,-0.24265049695151572,-0.33562479813056423,-0.6851159915395792,1.4686665505288983,-0.022618009862144302,0.9718892579937435
18,-0.7375036167803924,1.4114412357821773,-0.15476717863019868,1.1860223361720474,-0.2780399133155722,-0.2815274026133785,-0.26442644579305,-0.26708765551365954,0.5488472647131876,-0.5732665269048641,-0.5060646966542351,-0.31886646155875187,0.6546735953399635,-0.3129934700288518,-0.3085418870073872,-0.24265049695151572,-0.33562479813056423,-0.6851159915395792,1.4686665505288983,-0.022618009862144302,0.9718892579937435
19,1.3559255537831092,-0.6127154252681483,-0.15476717863019868,-0.3292392533191943,-0.2780399133155722,-0.2849100779425543,-0.2662079187409552,-0.26708765551365954,0.6694631297025714,-0.5732665269048641,-0.5060646966542351,-0.31886646155875187,-1.5274787422589007,-0.3129934700288518,-0.3085418870073872,-0.24265049695151572,-0.33562479813056423,-0.6851159915395792,1.4686665505288983,-0.022618009862144302,-1.0289238118181132
